       63         16          1         16
       24         16          1         12
       31         17          1         12
       25         12          1         12
       34         12          1          9
       25         16          1         20
       41         12          1          4
       31         20          1         20
   12.928         12          1         12
       32         18          1         14
       23         16          1         14
       15         12          1         11
     28.6         17          1         17
     49.2         16          1         12
    29.12         16          1         16
       38         16          1         16
        5         17          1         16
       33         18          1         12
       42         17          1         16
     39.9         16          1         18
       23         18          1         12
       23         12          1         11
     12.8         12          1          9
     12.9         16          1         17
   57.667         17          1         12
       17         12          1         16
       34         16          1         12
       67         18          1         18
     18.5         13          1         12
       40         15          1          9
       37         15          1         16
       32         18          1         19
       60         15          1         12
       30         16          1         16
       40         12          1         12
       19         17          1         16
       65         14          1         12
       60         16          1         12
    48.75         18          1         19
     25.2         14          1         12
       47         18          1         12
       36         12          1         14
       24         14          1         15
       43         12          1         12
       22         16          1         15
       50         16          1         18
       25         13          1         12
     14.4         15          1         20
       36         14          1         12
       22         12          1         12
       40         16          1         20
       30         16          1         14
     26.1         19          1         15
    2.525         12          1         16
       30         12          1         16
     17.5         12          1         12
        4         16          1         20
       47         18          1         20
       15         16          1          8
       32         18          1         12
       22         13          1         10
       35         16          1         16
       45         16          1         18
      3.8         12          1         12
     18.2         14          1         12
       27         12          1         12
       35         16          1         12
       33         14          1          8
       11         16          1          6
       22         17          1         18
     22.5         17          1         12
       26         14          1         14
       38         17          1         16
     17.5         14          1         12
       36         14          1         19
       22         13          1         12
     19.5         16          1         12
        6         12          1         12
       41         16          1         18
       24          9          1          8
       36         16          1         16
     37.5         12          1         12
       66         20          1         12
        9         19          1         16
       20         12          1          4
       55         16          1         10
       43         16          1          8
        2         16          1         16
       28         17          1         12
       33         18          1         12
       19         14          1         12
       10         18          1         16
       27         16          1         17
        4         14          1         12
       20         16          1         17
       32         12          1          9
       30         16          1         12
     21.9         14          1         12
       30         16          1         18
     30.9         17          1         18
       42         16          1         19
       26         16          1         20
        6         16          1         12
       28         16          1         13
   19.671         12          1         11
    5.188         13          1          7
     54.2         16          1         13
       62         16          1         12
       36         17          1         17
       52         20          1         13
        4         14          1         16
       25         13          1         12
   22.602         17          1         15
       23         15          1         15
       31         17          1         16
       27         16          1         16
     14.7         16          1          8
       30         16          1         12
       31         16          1         13
       50         16          1         19
       35         17          1         16
       25         16          1         12
       73         16          1         13
        5         19          1         17
      2.5         16          1         12
       42         18          1          8
       23         18          1         12
       12         18          1         16
     20.5         13          1         16
       38         13          1         12
     34.8         16          1          9
       19         12          1         12
       35         16          1         17
       24         16          1         20
       32         12          1         12
       14         12          1          8
       22         12          1         12
    12.27         12          1          8
       58         16          1         12
       43         16          1         18
       52         19          1         12
       14         12          1         12
       35         16          1         16
       32         18          1         17
     27.5         16          1         12
       25         11          1         12
       16         17          1          8
       23         18          1         12
     10.8         16          1         16
       28         18          1         12
       19         15          1         15
   12.388         10          1          8
       42         16          1         15
       35         18          1         18
       62         16          1         16
   26.085         15          1         12
       35         16          1         16
       36         16          1         12
       43         18          1         12
       18         12          1         12
       58         16          1         12
     38.7         16          1         16
       27         16          1         15
       33         19          1         12
       35         14          1         16
       44         16          1         17
       10         14          1         12
        3         12          1          8
       22         17          1         15
       43         12          1          9
       18         16          1         18
     24.8         18          1         14
     2.33         17          1         12
       52         18          1         14
      1.4         12          1          7
       73         20          1         12
       15         16          1         14
       20         15          1          8
       15         19          1         12
       76         14          1         12
       23         12          1         14
       35         16          1         12
     25.5         19          1         12
       75         18          1         12
     28.7         16          1         12
       35         14          1         12
       34         16          1         16
       30         17          1         12
       31         16          1         12
       30         16          1         12
       40         17          1         12
     13.9         14          1         12
    10.25         16          1         16
       18         14          1         14
     24.5         15          1          9
       35         15          1         12
       33         17          1          8
     23.5         12          1         12
       35         18          1         12
       21         12          1         20
       31         16          1         12
       29         18          1          8
       35         15          1         13
       70         18          1         15
       12         14          1         12
       12         13          1         13
       19         14          1         12
       30         20          1         16
       23         15          1         16
        9         16          1         16
        6         14          1         12
       54         12          1         12
       40         12          1          9
       14         12          1          8
    36.66         19          1         10
       22         14          1         12
        7         12          1         12
   92.348         19          1         20
       53         19          1         19
       28         16          1         12
       25         12          1         12
       14         17          1         12
       30         16          1         13
       11         16          1         12
       16         16          1         12
       38         19          1         12
       19         13          1         12
       25         12          1         11
       22         12          1         12
    27.45         14          1          8
       58         16          1         16
       20         17          1         18
       12         19          1         19
        7         16          1         12
     18.5         16          1         12
       42         16          1         16
     19.5         20          1         12
        8         12          1         12
       20         14          1         14
     21.6         12          1         12
       25         12          1         14
        5         16          1         12
       15          6          1         12
       41         17          1         16
       40         17          1         18
       23         14          1         12
       34         15          1         16
     51.4         20          1         18
       28         16          1         12
       18         12          1          8
       33         17          1         16
     19.5         17          1         16
     22.5         16          1         20
       18         16          1         12
       10         14          1         12
      3.5         12          1         16
       33         17          1         16
       66         19          1         12
       42         18          1         16
       36         12          1         13
       32         16          1         16
       14         12          1         12
       17         12          1          6
       30         14          1         11
       32         16          1         16
       20         15          1         11
       46         17          1         12
      8.2         18          1         12
     19.5         17          1         13
     32.7         14          1         12
       12         18          1         12
        8         18          1         15
   27.326         16          1         12
       36         15          1         12
       25         12          1         12
     14.5         16          1         16
     9.37         16          1         12
     32.9         16          1         12
       28         13          1         18
       30         17          1         16
       15          8          1          6
       30         20          1         20
       29         16          1         12
     26.5         16          1         17
       42         12          1         14
       34         15          1         16
       31         16          1         10
       54         17          1         12
       34         12          1         12
       42         18          1         13
      7.5         16          1         16
       45         20          1         16
     24.5         17          1         18
       22         16          1         16
       24         16          1         16
       45         16          1         18
        5         11          1          8
       14         16          1         16
       35         17          1         16
       55         16          1         16
       16         16          1         12
       17         12          1         12
       22         12          1         14
   38.895         16          1         17
     15.5         12          1         12
       36         16          1         12
       52         16          1         19
       45         17          1         12
       15         18          1         14
       20         18          1         10
       27         12          1          9
     15.5         13          1         12
       25         16          1         20
       60         15          1         12
       35         20          1         12
       30         16          1         11
       26         16          1         12
     51.3         16          1         16
       45         14          1         16
        6         12          1         12
       25         14          1         12
       26         16          1         12
     28.4         16          1         12
       29         16          1         10
       37         15          1         12
       20         17          1         16
       14         14          1         12
       26         14          1         18
       30         16          1         14
   16.513         14          1          5
       15         12          1         12
     64.5         16          1         17
       35         12          1         12
   26.828         12          1         16
     36.3         16          0          8
       79         18          0         12
       43         16          0          8
       33         16          0         11
       60         16          0         12
       65         20          0         10
       51         16          0         16
       37         16          0         12
       20         13          0         12
       40         16          0          6
       26         12          0         13
     28.6         15          0          7
       78         19          0         16
       35         13          0         12
       43         16          0         11
       18         18          0         18
       54         12          0         12
       24         14          0         12
       36         12          0         12
       28         15          0          3
       23         12          0         12
       63         16          0         16
       19         12          0         11
       40         12          0          8
       40         19          0         12
       26          9          0         12
       50         16          0         13
     14.4         15          0         12
       30         14          0         12
       28         16          0         12
       17         16          0         13
       30         17          0         12
       26         15          0         12
       27         16          0         20
       20         16          0         13
       36         16          0         20
       32         13          0         12
       38         16          0         17
        6         12          0          0
       32         17          0          4
       20         12          0         12
       52         16          0          0
       58         16          0         18
        3          7          0          6
       34         16          0         12
       32         13          0          4
       95         16          0         12
       62         12          0         12
       31         12          0         16
       11         14          0          5
       12         10          0         12
        6         14          0          6
       30         14          0         11
       27         12          0         11
       16         12          0         12
       26         12          0         12
       31         20          0         16
       38         16          0          6
       40         14          0         16
     23.5         12          0         12
       40         13          0         12
     26.6         13          0          4
       70         13          0         12
       12         16          0         13
       40         13          0         12
       25         14          0         12
       48         20          0         15
       48         16          0         16
       50         12          0         11
       18         20          0          5
       21         18          0         12
       41         10          0         12
       30         12          0         12
       18          8          0         12
       29         14          0         12
       27         12          0         12
       27         12          0         12
       25         11          0         17
       60         12          0         12
    51.15         16          0         16
       36         20          0         20
      100         19          0         16
       72         16          0         12
       24         12          0         15
       67         17          0         17
       39         19          0         12
       60         12          0         14
       62         16          0         14
     28.5         16          0         11
       29         12          0         12
       38         12          0         14
       36         19          0         16
       34         17          0         12
       50         17          0         16
       22         12          0         20
       28         18          0         16
       53         19          0         18
     33.8         13          0         12
     36.8         16          0         12
       35         15          0         16
        8         15          0         16
       30         13          0         10
       28         14          0         12
       49         12          0         12
      6.1         16          0         16
       42         18          0         19
       38         12          0         12
       56         16          0         12
     37.5         16          0         15
     29.9         13          0         12
       30         16          0         18
       85         17          0         16
       30         16          0          6
       32         15          0         12
       55         16          0          8
       42         13          0         20
       37         12          0         12
       40         16          0         18
       60         12          0         12
       27         12          0         13
     37.1         19          0         13
       50         14          0         16
       30         16          0         14
       34         18          0         18
       70         16          0         12
       24         20          0         18
       40         12          0         16
       30         18          0         16
       54         16          0          4
       50         19          0          6
       54         16          0         12
     36.9         12          0         12
       91         16          0         12
       50         19          0         20
       25         18          0         14
       34         16          0         12
       24         12          0         12
       30         20          0         14
       18         16          0          6
       52         17          0         20
       40         17          0         16
       41         16          0         12
       49         14          0         12
       43         19          0         16
       45         13          0          9
       70         16          0          8
      100         14          0         12
       18         16          0         12
      8.7         17          0         12
       55         16          0         16
       32         14          0         10
       35         13          0         10
       31         18          0         14
     39.2         12          0         11
      100         18          0         14
       55         18          0         12
       47         13          0         12
     58.5         16          0         16
       23         13          0         12
       47         12          0         12
       50         18          0         18
       20         16          0         12
       72         14          0         12
       30         16          0         15
       30         11          0         10
   32.025         17          0         14
       25         15          0         12
       54         19          0         18
       95         16          0         14
       29         12          0         12
       45         12          0         10
       46         11          0         12
       80         20          0         12
       30         17          0         12
       26         14          0         12
       42         16          0         14
       32         10          0          9
       29         20          0         16
     36.5         16          0         14
       62         20          0         18
       85         17          0         17
       48         12          0         18
       42         16          0         16
       54         12          0         12
       75         18          0         16
       36         19          0          8
       90         16          0         18
     37.5         15          0         12
       40         12          0         16
       54         16          0         14
       45         19          0         16
      100         12          0         12
       34         12          0         14
     16.5         20          0         13
       37         12          0         16
       27         12          0         16
       66         19          0         14
       23         18          0         12
       26         16          0         16
       70         16          0         20
      4.1         16          0         11
       30         12          0         14
   48.185         13          0         13
     39.8         16          0         12
       53         12          0          8
       38         14          0         12
       55         14          0         12
     17.5         15          0         13
     33.5         19          0         12
     24.7         16          0         18
       48         15          0         15
     24.6         12          0         11
       12         15          0         10
       80         18          0         13
       55         20          0         20
       47         14          0         12
       48         12          0         12
     36.7         18          0         12
       22         19          0         18
       28          9          0         10
    5.591         20          0          6
      3.2         14          0         16
       75         14          0         12
    28.26         13          0          8
       38         16          0         20
       65         16          0         16
     37.5         16          0         15
       53         18          0         12
     26.6         16          0         20
       26         16          0         14
     23.5         16          0         16
     29.8         12          0         12
     11.9         12          0          9
       50         17          0         12
       28         16          0         12
     55.5         16          0         12
       50         12          0         12
       14         14          0         16
       39         12          0         16
       31         16          0         14
       40         12          0         12
       20         13          0         12
       18         12          0         12
       52         12          0         12
     38.1         18          0         13
       41         12          0         12
      6.5         15          0         18
       33         12          0         14
       20         17          0         16
       30         16          0         16
       32         18          0         17
       31         20          0         16
       37         14          0         12
       43         16          0         20
     47.5         12          0         12
       62         12          0         12
       22         16          0         16
       52         16          0         12
       20         15          0         13
       30         12          0          9
       75         15          0         20
       32         12          0         11
       45         16          0         12
       50         16          0         12
       26         13          0         12
       22         12          0         12
       18         12          0          9
       79         19          0         17
       65         16          0         12
       72         16          0         12
       42         15          0         10
     22.5         14          0         20
       40         20          0         20
       18         19          0         17
       52         16          0         11
       30          6          0         10
       45         16          0         14
       49         18          0         12
       50         14          0         12
       30         13          0         12
       48         12          0         12
       75         16          0         10
       54         19          0         16
       32         16          0         16
       35         12          0         12
     27.6         18          0         18
     16.3         14          0         13
    35.85         13          0         20
       40         14          0         16
       88         16          0         17
     42.5         15          0         14
       50         13          0         18
       45         15          0         12
       36         12          0         11
       56         12          0         12
       72         20          0         10
   37.817         16          0         16
       75         12          0         16
       30         17          0         20
   18.735         13          0         14
       60         15          0         18
       37         16          0         12
       48         12          0         12
       20         10          0         12
       47         14          0         14
       34         16          0         20
       28         16          0         14
       48         20          0         14
       31         12          0         12
       36         16          0          9
       72         17          0         17
       49         12          0         16
       33         12          0          9
       40         14          0         18
       55         18          0         13
     38.5         14          0         18
       30         12          0         12
       34         17          0         13
       17         16          0         12
       53         16          0         13
       28         16          0         18
       14         16          0         16
       28         18          0         17
       15         15          0         12
       48         12          0         12
       34         12          0         14
       50         17          0         16
      8.6         12          0          9
       30         16          0         14
       40         16          0         16
       68         18          0         17
       35         19          0         16
       60         16          0         16
       73         16          0         18
       24         12          0          9
       40         14          0         16
       19         19          0         12
       31         16          0         12
       70         13          0         10
       27         16          0         16
       47         18          0         14
       60         16          0         12
       20         18          0         16
       12         16          0         12
   37.141         16          0         18
       65         16          0         11
       60         19          0         19
       62         16          0         15
       21         16          0         12
       29         16          0          6
       75         16          0         14
       39         16          0         13
       25         19          0         14
       14         19          0         12
       37         16          0         16
       44         16          0         18
       42         12          0         12
       35         14          0         12
       37         16          0          8
       31         14          0          8
       42         16          0         13
       58         16          0         16
     62.5         18          0         16
     38.9         12          0          7
       40         12          0         12
     53.4         14          0         16
        2         18          0         12
       40         14          0         12
     22.5         12          0          9
       40         17          0         12
       37         17          0         12
       50         12          0         12
       22         12          0         12
     24.2         12          0         12
       69         15          0         12
       27         16          0          9
       29         16          0         16
       32         13          0         12
       36         16          0         12
       31         16          0         12
       43         16          0         16
       35         12          0         14
       27         10          0         12
       28         12          0          8
       30         20          0         13
       26         16          0         16
       87         16          0         13
       47         16          0         12
     28.2         17          0         16
        5         16          0         14
     23.5         16          0         16
       35         14          0         12
       12         16          0         12
       17         12          0         12
       46         14          0         16
       16          8          0         12
       38         14          0         12
      5.7         13          0         16
   19.955         12          0         12
       30         12          0         12
     42.5         16          0         14
       24         12          0         20
        9         18          0         16
       31         14          0         12
     54.3         18          0         17
       30         16          0         18
       60         16          0         12
       29         13          0         12
     36.2         16          0         12
       46         16          0         12
       43         16          0         16
       35         14          0         12
        6         19          0         20
       42         13          0         12
     27.8         20          0         12
       28         16          0         16
      5.2         17          0         17
       33         12          0         12
       40         14          0         12
     13.3         12          0         12
       32         16          0         12
       36         12          0          8
       43         12          0         11
       45         16          0         11
       21         12          0         12
       29         12          0          8
       10         18          0         16
     41.5         20          0         18
       64         16          0         17
       29         20          0         17
     33.5         16          0         16
       29         18          0         16
       25         17          0         18
       55         15          0         10
       15         16          0         16
       45         18          0         11
     67.5         14          0          8
       72         16          0         12
     16.5         12          0         10
       26         16          0         12
       47         13          0         12
       15         14          0         13
       27         16          0         12
     42.5         13          0         16
      100         16          0         16
       38         12          0         12
       38         16          0         18
       30         13          0         12
       41         18          0         16
       52         16          0         14
       35         12          0         10
       22         18          0         12
     43.6         16          0         16
       33         12          0          7
     53.5         19          0         12
       70         16          0         12
       81         19          0         16
       28         14          0         16
       41         19          0         17
       45         18          0         17
     29.5         14          0          8
       48         16          0         16
       44         18          0         12
   36.851         20          0         19
   46.289         16          0         14
       24         13          0         13
       35         16          0         17
        3         18          0         10
       14         19          0         12
     37.5         12          0         12
     38.5         17          0         16
       17         18          0         14
     49.5         16          0         14
       33         15          0         12
       44         18          0         16
       28         12          0         12
       52         12          0         20
       27         16          0         13
       10         15          0         17
       38         13          0          3
       50         10          0         12
       39         16          0         20
     47.5         17          0         12
       65         18          0         20
       51         17          0         15
        6         18          0         16
       26         12          0         12
        6         18          0         15
     26.8         10          0         12
       36         13          0          8
     31.6         12          0         12
       30         12          0         12
     25.5         12          0         10
       70         18          0         16
       62         18          0         12
       37         13          0         12
       56         17          0         16
       44         19          0         14
       40         15          0         14
       10         12          0         12
       10         12          0         19
     39.5         16          0         12
       26         16          0         13
       60         19          0         18
       32         16          0         15
       54         18          0         14
       41         12          0         16
     32.7         16          0         12
       14         16          0         16
       22          9          0         10
       60         14          0         12
       37         18          0          9
       24         12          0          7
       28         16          0         17
       39         18          0         13
       34         16          0         12
        8         17          0         14
       63         20          0         12
       34         14          0         20
      6.5         15          0         18
     37.4         16          0          8
       65         18          0         14
       32         17          0          8
       73         19          0         16
    16.64         14          0         16
       30         17          0         14
       47         16          0         12
       14         19          0         14
       61         16          0         16
       75         14          0         12
       30         17          0         12
       20         12          0         12
       42         16          0         14
        4         19          0         20
       18         12          0         12
        6         12          0         12
       46         18          0         16
       50         17          0         12
       30         12          0         12
       35         13          0         14
       36         14          0         10
       30         16          0         13
       53         16          0         12
       40         16          0         12
       22         19          0         18
       42         14          0         16
     34.6         12          0         12
       31         15          0         16
       14         13          0          8
       14         12          0         15
     23.5         12          0         12
       24         16          0         12
       30         16          0         16
      1.5         16          0         12
       45         16          0         12
       51         20          0          8
       23         14          0         10
       41         20          0         16
       46         16          0         18
       30         19          0         12
       53         16          0         10
       43         18          0         20
       35         20          0         16
       45         18          0         18
       52         13          0         12
       33         16          0         16
     13.5         12          0          8
       28         13          0         17
       45         16          0         19
       28         12          0         12
     11.4         14          0          9
       26         16          0         12
       42         18          0         17
     10.8         12          0         12
       34         15          0         10
       10         15          0         12
       30         16          0         12
       21         17          0         16
       57         20          0         19
       36         12          0         12
       45         16          0         16
       24         16          0         11
     18.5         12          0         12
       11         18          0         12
       38         14          0         12
       48         16          0          8
       45         16          0         12
       25         16          0         20
       30         16          0         13
       15         17          0         12
       30         12          0         12
       27         17          0         14
       16         12          0         16
